Job_name,last_update,job_salary,rate,currency,salary_info,Benefits
TRIMEDX Staff Data Scientist Salaries,16/Sep/2020,"$78,751 - $84,327",/yr,(USD),"Staff Data Scientist salaries at TRIMEDX can range from $78,751-$84,327. This estimate is based upon 1 TRIMEDX Staff Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Staff Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Paid Holidays"
Buildertrend  Lead Data Scientist Hourly Pay,31/Jul/2019,$91 - $99,/hr,(USD),Lead Data Scientist salaries at Buildertrend  can range from $91-$99. This estimate is based upon 1 Buildertrend  Lead Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Lead Data Scientist salaries to learn how this stacks up in the market.,"Health Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays"
Oakland University Applied Data Scientist Salaries,27/Dec/2020,"$107,260 - $116,872",/yr,(USD),"Applied Data Scientist salaries at Oakland University can range from $107,260-$116,872. This estimate is based upon 1 Oakland University Applied Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Applied Data Scientist salaries to learn how this stacks up in the market.",
Gap Inc. Sr Data Scientist Salaries,1/Jul/2020,"$146,355 - $158,943",/yr,(USD),"Sr Data Scientist salaries at Gap Inc. can range from $146,355-$158,943. This estimate is based upon 1 Gap Inc. Sr Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Sr Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,401K Plan,Employee Stock Purchase Plan,Vacation & Paid Time Off,Volunteer Time Off,Employee Discount"
ResMed Sr Data Scientist Salaries,5/Mar/2021,"$140,350 - $151,577",/yr,(USD),"Sr Data Scientist salaries at ResMed can range from $140,350-$151,577. This estimate is based upon 1 ResMed Sr Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Sr Data Scientist salaries to learn how this stacks up in the market.",
Kinder Morgan Sr Data Scientist Salaries,3/Sep/2020,"$145,043 - $157,438",/yr,(USD),"Sr Data Scientist salaries at Kinder Morgan can range from $145,043-$157,438. This estimate is based upon 1 Kinder Morgan Sr Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Sr Data Scientist salaries to learn how this stacks up in the market.",
Corteva Agriscience Lead Data Scientist Salaries,1/Mar/2021,"$127,196 - $136,447",/yr,(USD),"Lead Data Scientist salaries at Corteva Agriscience can range from $127,196-$136,447. This estimate is based upon 1 Corteva Agriscience Lead Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Lead Data Scientist salaries to learn how this stacks up in the market.",
US Department of Justice Lead Data Scientist Salaries,3/Apr/2020,"$107,934 - $116,441",/yr,(USD),"Lead Data Scientist salaries at US Department of Justice can range from $107,934-$116,441. This estimate is based upon 1 US Department of Justice Lead Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Lead Data Scientist salaries to learn how this stacks up in the market.",
Saint Louis Community College Lead Data Scientist Salaries,2/Mar/2021,"$86,374 - $94,832",/yr,(USD),"Lead Data Scientist salaries at Saint Louis Community College can range from $86,374-$94,832. This estimate is based upon 1 Saint Louis Community College Lead Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Lead Data Scientist salaries to learn how this stacks up in the market.",
Presbyterian Healthcare Services Lead Data Scientist Salaries,30/Aug/2020,"$132,200 - $145,119",/yr,(USD),"Lead Data Scientist salaries at Presbyterian Healthcare Services can range from $132,200-$145,119. This estimate is based upon 1 Presbyterian Healthcare Services Lead Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Lead Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days"
EZCORP Lead Data Scientist Salaries,15/Feb/2021,"$286,457 - $309,826",/yr,(USD),"Lead Data Scientist salaries at EZCORP can range from $286,457-$309,826. This estimate is based upon 1 EZCORP Lead Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Lead Data Scientist salaries to learn how this stacks up in the market.",
Healthfirst (New York) Lead Data Scientist Salaries,26/Mar/2020,"$149,807 - $162,010",/yr,(USD),"Lead Data Scientist salaries at Healthfirst (New York) can range from $149,807-$162,010. This estimate is based upon 1 Healthfirst (New York) Lead Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Lead Data Scientist salaries to learn how this stacks up in the market.",
Cedars-Sinai Medical Center Associate Data Scientist Salaries,3/Apr/2020,"$114,145 - $122,811",/yr,(USD),"Associate Data Scientist salaries at Cedars-Sinai Medical Center can range from $114,145-$122,811. This estimate is based upon 1 Cedars-Sinai Medical Center Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Supplemental Life Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Childcare,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Commuter Checks & Assistance,Tuition Assistance"
Veritiv Associate Data Scientist Salaries,1/Apr/2020,"$77,774 - $83,686",/yr,(USD),"Associate Data Scientist salaries at Veritiv can range from $77,774-$83,686. This estimate is based upon 1 Veritiv Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.",
Acorns Associate Data Scientist Salaries,23/Mar/2021,"$92,897 - $101,174",/yr,(USD),"Associate Data Scientist salaries at Acorns can range from $92,897-$101,174. This estimate is based upon 1 Acorns Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off"
BioFire Diagnostics Associate Data Scientist Salaries,1/Apr/2020,"$73,944 - $79,997",/yr,(USD),"Associate Data Scientist salaries at BioFire Diagnostics can range from $73,944-$79,997. This estimate is based upon 1 BioFire Diagnostics Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Supplemental Life Insurance,401K Plan,Retirement Plan,Performance Bonus,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays,Free Lunch or Snacks,Tuition Assistance"
Karma Automotive Associate Data Scientist Salaries,15/Apr/2020,"$66,462 - $71,682",/yr,(USD),"Associate Data Scientist salaries at Karma Automotive can range from $66,462-$71,682. This estimate is based upon 1 Karma Automotive Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Maternity & Paternity Leave,Reduced or Flexible Hours,Military Leave,Family Medical Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days"
Impact Associate Data Scientist Salaries,2/Apr/2021,"$76,722 - $83,867",/yr,(USD),"Associate Data Scientist salaries at Impact can range from $76,722-$83,867. This estimate is based upon 1 Impact Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off"
Penske Truck Leasing Associate Data Scientist Salaries,2/Mar/2021,"$79,886 - $86,235",/yr,(USD),"Associate Data Scientist salaries at Penske Truck Leasing can range from $79,886-$86,235. This estimate is based upon 1 Penske Truck Leasing Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.",
Equian Associate Data Scientist Salaries,19/Mar/2020,"$51,714 - $56,317",/yr,(USD),"Associate Data Scientist salaries at Equian can range from $51,714-$56,317. This estimate is based upon 1 Equian Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),Life Insurance,Disability Insurance,Mental Health Care,401K Plan,Performance Bonus,Maternity & Paternity Leave,Work From Home,Dependent Care,Vacation & Paid Time Off,Paid Holidays,Volunteer Time Off"
Marchex Associate Data Scientist Salaries,13/Mar/2020,"$75,247 - $80,442",/yr,(USD),"Associate Data Scientist salaries at Marchex can range from $75,247-$80,442. This estimate is based upon 1 Marchex Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),Life Insurance,401K Plan,Employee Stock Purchase Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Paid Holidays,Free Lunch or Snacks,Company Social Events"
Protective Life Associate Data Scientist Salaries,2/Apr/2020,"$70,372 - $76,003",/yr,(USD),"Associate Data Scientist salaries at Protective Life can range from $70,372-$76,003. This estimate is based upon 1 Protective Life Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Pension Plan,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays"
Proofpoint Associate Data Scientist Salaries,4/Apr/2020,"$91,869 - $99,268",/yr,(USD),"Associate Data Scientist salaries at Proofpoint can range from $91,869-$99,268. This estimate is based upon 1 Proofpoint Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Stock Options,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Assistance Program,Commuter Checks & Assistance,Company Social Events,Job Training,Professional Development"
Zenefits Associate Data Scientist Salaries,17/Mar/2020,"$136,880 - $148,137",/yr,(USD),"Associate Data Scientist salaries at Zenefits can range from $136,880-$148,137. This estimate is based upon 1 Zenefits Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Disability Insurance,Stock Options,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks,Gym Membership,Commuter Checks & Assistance,Pet Friendly Workplace,Company Social Events,Job Training"
James River Group Associate Data Scientist Salaries,1/Apr/2021,"$69,087 - $74,257",/yr,(USD),"Associate Data Scientist salaries at James River Group can range from $69,087-$74,257. This estimate is based upon 1 James River Group Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.",
Mu Sigma Associate Data Scientist Salaries,21/Jan/2021,"$84,227 - $91,258",/yr,(USD),"Associate Data Scientist salaries at Mu Sigma can range from $84,227-$91,258. This estimate is based upon 1 Mu Sigma Associate Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Associate Data Scientist salaries to learn how this stacks up in the market.",
Spencer Gifts Data Analyst/Data Scientist Salaries,19/Mar/2021,"$37,242 - $40,546",/yr,(USD),"Data Analyst/Data Scientist salaries at Spencer Gifts can range from $37,242-$40,546. This estimate is based upon 1 Spencer Gifts Data Analyst/Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Analyst/Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Performance Bonus,Maternity & Paternity Leave,Reduced or Flexible Hours,Military Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Mobile Phone Discount,Company Social Events,Job Training,Professional Development,Tuition Assistance"
LightRx Face & Body Data Analyst/Data Scientist Salaries,21/Sep/2020,"$104,374 - $113,322",/yr,(USD),"Data Analyst/Data Scientist salaries at LightRx Face & Body can range from $104,374-$113,322. This estimate is based upon 1 LightRx Face & Body Data Analyst/Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Analyst/Data Scientist salaries to learn how this stacks up in the market.",
UNICEF Data Analyst/Data Scientist Monthly Pay,24/Mar/2021,"$7,687 - $8,253",/mo,(USD),"Data Analyst/Data Scientist salaries at UNICEF can range from $7,687-$8,253. This estimate is based upon 1 UNICEF Data Analyst/Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Analyst/Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Work From Home,Reduced or Flexible Hours,Vacation & Paid Time Off,Sick Days,Paid Holidays,Professional Development"
Goodman Data Analyst/Data Scientist Salaries,6/Apr/2021,"$67,334 - $72,721",/yr,(USD),"Data Analyst/Data Scientist salaries at Goodman can range from $67,334-$72,721. This estimate is based upon 1 Goodman Data Analyst/Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Analyst/Data Scientist salaries to learn how this stacks up in the market.",
OHSU Data Analyst/Data Scientist Salaries,17/Feb/2021,"$86,106 - $93,374",/yr,(USD),"Data Analyst/Data Scientist salaries at OHSU can range from $86,106-$93,374. This estimate is based upon 1 OHSU Data Analyst/Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Analyst/Data Scientist salaries to learn how this stacks up in the market.",
Penn State Data Analyst/Data Scientist Salaries,5/Sep/2020,"$77,569 - $83,996",/yr,(USD),"Data Analyst/Data Scientist salaries at Penn State can range from $77,569-$83,996. This estimate is based upon 1 Penn State Data Analyst/Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Data Analyst/Data Scientist salaries to learn how this stacks up in the market.",
Learfield IMG College Junior Data Scientist Salaries,23/Mar/2020,"$50,529 - $55,197",/yr,(USD),"Junior Data Scientist salaries at Learfield IMG College can range from $50,529-$55,197. This estimate is based upon 1 Learfield IMG College Junior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Junior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Vacation & Paid Time Off,Paid Holidays"
Nutrien Junior Data Scientist Salaries,4/Mar/2021,"$59,395 - $64,702",/yr,(USD),"Junior Data Scientist salaries at Nutrien can range from $59,395-$64,702. This estimate is based upon 1 Nutrien Junior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Junior Data Scientist salaries to learn how this stacks up in the market.",
State of Minnesota Junior Data Scientist Hourly Pay,18/Feb/2021,$33 - $35,/hr,(USD),Junior Data Scientist salaries at State of Minnesota can range from $33-$35. This estimate is based upon 1 State of Minnesota Junior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Junior Data Scientist salaries to learn how this stacks up in the market.,
University of New Mexico Senior Data Scientist Monthly Pay,2/Mar/2021,"$5,793 - $6,372",/mo,(USD),"Senior Data Scientist salaries at University of New Mexico can range from $5,793-$6,372. This estimate is based upon 1 University of New Mexico Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
Anthem Blue Cross and Blue Shield Senior Data Scientist Salaries,20/Jan/2020,"$88,568 - $96,682",/yr,(USD),"Senior Data Scientist salaries at Anthem Blue Cross and Blue Shield can range from $88,568-$96,682. This estimate is based upon 1 Anthem Blue Cross and Blue Shield Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
J.R. Simplot Company Senior Data Scientist Salaries,25/Aug/2020,"$89,513 - $97,416",/yr,(USD),"Senior Data Scientist salaries at J.R. Simplot Company can range from $89,513-$97,416. This estimate is based upon 1 J.R. Simplot Company Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
"View, Inc. Senior Data Scientist Salaries",9/Mar/2020,"$148,837 - $162,346",/yr,(USD),"Senior Data Scientist salaries at View, Inc. can range from $148,837-$162,346. This estimate is based upon 1 View, Inc. Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
Air Liquide Senior Data Scientist Salaries,21/Jan/2021,"$117,535 - $128,260",/yr,(USD),"Senior Data Scientist salaries at Air Liquide can range from $117,535-$128,260. This estimate is based upon 1 Air Liquide Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
EverString Senior Data Scientist Salaries,6/Sep/2016,"$131,296 - $142,384",/yr,(USD),"Senior Data Scientist salaries at EverString can range from $131,296-$142,384. This estimate is based upon 1 EverString Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Stock Options,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks"
Group Nine Media Senior Data Scientist Salaries,1/Mar/2021,"$121,151 - $132,355",/yr,(USD),"Senior Data Scientist salaries at Group Nine Media can range from $121,151-$132,355. This estimate is based upon 1 Group Nine Media Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
Vesta Senior Data Scientist Salaries,20/Feb/2020,"$104,451 - $114,162",/yr,(USD),"Senior Data Scientist salaries at Vesta can range from $104,451-$114,162. This estimate is based upon 1 Vesta Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Supplemental Life Insurance,401K Plan,Vacation & Paid Time Off,Paid Holidays,Bereavement Leave,Free Lunch or Snacks,Employee Assistance Program"
International Flavors & Fragrances Senior Data Scientist Salaries,3/Mar/2021,"$152,731 - $163,965",/yr,(USD),"Senior Data Scientist salaries at International Flavors & Fragrances can range from $152,731-$163,965. This estimate is based upon 1 International Flavors & Fragrances Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Performance Bonus,Equity Incentive Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays,Commuter Checks & Assistance"
Moderna Senior Data Scientist Salaries,2/Apr/2020,"$160,835 - $175,246",/yr,(USD),"Senior Data Scientist salaries at Moderna can range from $160,835-$175,246. This estimate is based upon 1 Moderna Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,401K Plan,Performance Bonus,Stock Options,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks,Commuter Checks & Assistance"
Woodruff Sawyer Senior Data Scientist Salaries,2/Mar/2021,"$165,498 - $182,013",/yr,(USD),"Senior Data Scientist salaries at Woodruff Sawyer can range from $165,498-$182,013. This estimate is based upon 1 Woodruff Sawyer Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Retirement Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days"
Chartbeat Senior Data Scientist Salaries,18/Jan/2021,"$142,359 - $155,062",/yr,(USD),"Senior Data Scientist salaries at Chartbeat can range from $142,359-$155,062. This estimate is based upon 1 Chartbeat Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
TitleMax Senior Data Scientist Salaries,12/Feb/2020,"$112,582 - $121,376",/yr,(USD),"Senior Data Scientist salaries at TitleMax can range from $112,582-$121,376. This estimate is based upon 1 TitleMax Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Paid Holidays,Bereavement Leave,Job Training"
Keyence Senior Data Scientist Salaries,12/Mar/2020,"$79,256 - $85,976",/yr,(USD),"Senior Data Scientist salaries at Keyence can range from $79,256-$85,976. This estimate is based upon 1 Keyence Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays"
Zocdoc Senior Data Scientist Salaries,3/Apr/2020,"$172,955 - $189,303",/yr,(USD),"Senior Data Scientist salaries at Zocdoc can range from $172,955-$189,303. This estimate is based upon 1 Zocdoc Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Free Lunch or Snacks,Commuter Checks & Assistance,Mobile Phone Discount,Company Social Events,Job Training,Professional Development"
Starkey Hearing Technologies Senior Data Scientist Salaries,16/Mar/2020,"$101,335 - $108,384",/yr,(USD),"Senior Data Scientist salaries at Starkey Hearing Technologies can range from $101,335-$108,384. This estimate is based upon 1 Starkey Hearing Technologies Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
Leanplum Senior Data Scientist Salaries,30/Jan/2020,"$148,547 - $162,479",/yr,(USD),"Senior Data Scientist salaries at Leanplum can range from $148,547-$162,479. This estimate is based upon 1 Leanplum Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Vacation & Paid Time Off,Paid Holidays,Free Lunch or Snacks"
GeneDx Senior Data Scientist Salaries,1/Apr/2020,"$124,007 - $132,552",/yr,(USD),"Senior Data Scientist salaries at GeneDx can range from $124,007-$132,552. This estimate is based upon 1 GeneDx Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
TMX Finance Family of Companies Senior Data Scientist Salaries,4/Apr/2020,"$116,847 - $126,323",/yr,(USD),"Senior Data Scientist salaries at TMX Finance Family of Companies can range from $116,846-$126,323. This estimate is based upon 1 TMX Finance Family of Companies Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Occupational Accident Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Family Medical Leave,Vacation & Paid Time Off,Paid Holidays,Bereavement Leave,Job Training"
Phenom People Senior Data Scientist Salaries,6/Apr/2021,"$125,262 - $136,113",/yr,(USD),"Senior Data Scientist salaries at Phenom People can range from $125,262-$136,113. This estimate is based upon 1 Phenom People Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks,Mobile Phone Discount"
Army and Air Force Exchange Senior Data Scientist Salaries,9/Mar/2020,"$113,435 - $122,059",/yr,(USD),"Senior Data Scientist salaries at Army and Air Force Exchange can range from $113,435-$122,059. This estimate is based upon 1 Army and Air Force Exchange Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
Arvest Bank Senior Data Scientist Salaries,20/Jan/2021,"$144,645 - $157,752",/yr,(USD),"Senior Data Scientist salaries at Arvest Bank can range from $144,645-$157,752. This estimate is based upon 1 Arvest Bank Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.",
Calero-MDSL Senior Data Scientist Salaries,6/Sep/2016,"$110,204 - $120,325",/yr,(USD),"Senior Data Scientist salaries at Calero-MDSL can range from $110,204-$120,325. This estimate is based upon 1 Calero-MDSL Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Maternity & Paternity Leave,Work From Home,Vacation & Paid Time Off,Paid Holidays,Employee Discount,Employee Assistance Program"
Formation Senior Data Scientist Salaries,17/Jan/2021,"$154,481 - $167,624",/yr,(USD),"Senior Data Scientist salaries at Formation can range from $154,481-$167,624. This estimate is based upon 1 Formation Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Work From Home,Vacation & Paid Time Off,Paid Holidays,Gym Membership,Mobile Phone Discount,Diversity Program,Professional Development"
Sandia National Laboratories Senior Data Scientist Salaries,2/Mar/2021,"$121,651 - $132,007",/yr,(USD),"Senior Data Scientist salaries at Sandia National Laboratories can range from $121,651-$132,007. This estimate is based upon 1 Sandia National Laboratories Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Health Savings Account (HSA),Life Insurance,Health Care On-Site,401K Plan,Performance Bonus,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Diversity Program,Job Training,Professional Development,Tuition Assistance"
Pacific Biosciences Senior Data Scientist Salaries,27/Mar/2020,"$159,128 - $172,468",/yr,(USD),"Senior Data Scientist salaries at Pacific Biosciences can range from $159,128-$172,468. This estimate is based upon 1 Pacific Biosciences Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Vacation & Paid Time Off"
CubeSmart Senior Data Scientist Salaries,31/Mar/2020,"$98,682 - $107,787",/yr,(USD),"Senior Data Scientist salaries at CubeSmart can range from $98,682-$107,787. This estimate is based upon 1 CubeSmart Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Company Social Events,Tuition Assistance"
ISN Software Senior Data Scientist Salaries,20/Jan/2021,"$108,530 - $116,781",/yr,(USD),"Senior Data Scientist salaries at ISN Software can range from $108,530-$116,781. This estimate is based upon 1 ISN Software Senior Data Scientist salary report(s) provided by employees or estimated based upon statistical methods. See all Senior Data Scientist salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,401K Plan,Retirement Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Reduced or Flexible Hours,Vacation & Paid Time Off,Paid Holidays,Free Lunch or Snacks,Commuter Checks & Assistance,Company Social Events,Job Training,Professional Development"
